"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"TNFRSF8","HAVANA","gene",NA,NA,"ENSG00000120949.10","protein_coding","TNFRSF8","2","OTTHUMG00000001827.3",NA,"ENSG00000120949",NA
"CRISPLD1","HAVANA","gene",NA,NA,"ENSG00000121005.4","protein_coding","CRISPLD1","2","OTTHUMG00000164529.1",NA,"ENSG00000121005",NA
"TBX2","HAVANA","gene",NA,NA,"ENSG00000121068.9","protein_coding","TBX2","2","OTTHUMG00000156986.3",NA,"ENSG00000121068",NA
"TRIM6","HAVANA","gene",NA,NA,"ENSG00000121236.15","protein_coding","TRIM6","1","OTTHUMG00000150029.6",NA,"ENSG00000121236",NA
"ADCY7","HAVANA","gene",NA,NA,"ENSG00000121281.8","protein_coding","ADCY7","2","OTTHUMG00000133172.5",NA,"ENSG00000121281",NA
"KCNJ8","HAVANA","gene",NA,NA,"ENSG00000121361.3","protein_coding","KCNJ8","2","OTTHUMG00000169093.1",NA,"ENSG00000121361",NA
"CCR2","HAVANA","gene",NA,NA,"ENSG00000121807.5","protein_coding","CCR2","2","OTTHUMG00000156466.1",NA,"ENSG00000121807",NA
"TNFSF10","HAVANA","gene",NA,NA,"ENSG00000121858.6","protein_coding","TNFSF10","1","OTTHUMG00000156917.2",NA,"ENSG00000121858",NA
"TMEM156","HAVANA","gene",NA,NA,"ENSG00000121895.7","protein_coding","TMEM156","1","OTTHUMG00000128582.3",NA,"ENSG00000121895",NA
"CPXM2","HAVANA","gene",NA,NA,"ENSG00000121898.8","protein_coding","CPXM2","2","OTTHUMG00000019206.2","ncRNA_host","ENSG00000121898",NA
"ADORA3","HAVANA","gene",NA,NA,"ENSG00000121933.13","protein_coding","ADORA3","1","OTTHUMG00000011957.2","ncRNA_host","ENSG00000121933",NA
"GPSM2","HAVANA","gene",NA,NA,"ENSG00000121957.8","protein_coding","GPSM2","2","OTTHUMG00000011730.3",NA,"ENSG00000121957",NA
"CXCR4","HAVANA","gene",NA,NA,"ENSG00000121966.6","protein_coding","CXCR4","2","OTTHUMG00000153583.1",NA,"ENSG00000121966",NA
"PAEP","HAVANA","gene",NA,NA,"ENSG00000122133.12","protein_coding","PAEP","2","OTTHUMG00000020914.4",NA,"ENSG00000122133",NA
"OBP2A","HAVANA","gene",NA,NA,"ENSG00000122136.9","protein_coding","OBP2A","2","OTTHUMG00000020909.4",NA,"ENSG00000122136",NA
"LY9","HAVANA","gene",NA,NA,"ENSG00000122224.13","protein_coding","LY9","2","OTTHUMG00000024007.6",NA,"ENSG00000122224",NA
"PTGFR","HAVANA","gene",NA,NA,"ENSG00000122420.5","protein_coding","PTGFR","2","OTTHUMG00000009644.6",NA,"ENSG00000122420",NA
"HOXA7","HAVANA","gene",NA,NA,"ENSG00000122592.6","protein_coding","HOXA7","2","OTTHUMG00000023217.5",NA,"ENSG00000122592",NA
"INHBA","HAVANA","gene",NA,NA,"ENSG00000122641.9","protein_coding","INHBA","2","OTTHUMG00000023574.3",NA,"ENSG00000122641",NA
"TWIST1","HAVANA","gene",NA,NA,"ENSG00000122691.8","protein_coding","TWIST1","2","OTTHUMG00000090821.3",NA,"ENSG00000122691",NA
"CALD1","HAVANA","gene",NA,NA,"ENSG00000122786.15","protein_coding","CALD1","2","OTTHUMG00000155407.8",NA,"ENSG00000122786",NA
"PLAU","HAVANA","gene",NA,NA,"ENSG00000122861.11","protein_coding","PLAU","2","OTTHUMG00000018494.4",NA,"ENSG00000122861",NA
"SRGN","HAVANA","gene",NA,NA,"ENSG00000122862.4","protein_coding","SRGN","2","OTTHUMG00000018369.1",NA,"ENSG00000122862",NA
"EGR2","HAVANA","gene",NA,NA,"ENSG00000122877.9","protein_coding","EGR2","2","OTTHUMG00000018308.3",NA,"ENSG00000122877",NA
"P4HA1","HAVANA","gene",NA,NA,"ENSG00000122884.8","protein_coding","P4HA1","2","OTTHUMG00000018449.3","ncRNA_host","ENSG00000122884",NA
"ZWINT","HAVANA","gene",NA,NA,"ENSG00000122952.12","protein_coding","ZWINT","2","OTTHUMG00000018261.2",NA,"ENSG00000122952",NA
"ACADS","HAVANA","gene",NA,NA,"ENSG00000122971.4","protein_coding","ACADS","2","OTTHUMG00000169203.1",NA,"ENSG00000122971",NA
"DDX39A","HAVANA","gene",NA,NA,"ENSG00000123136.10","protein_coding","DDX39A","1","OTTHUMG00000182181.2",NA,"ENSG00000123136",NA
"MMP19","HAVANA","gene",NA,NA,"ENSG00000123342.11","protein_coding","MMP19","1","OTTHUMG00000170216.2",NA,"ENSG00000123342",NA
"CDK2","HAVANA","gene",NA,NA,"ENSG00000123374.6","protein_coding","CDK2","1","OTTHUMG00000170575.1",NA,"ENSG00000123374",NA
"LRP1","HAVANA","gene",NA,NA,"ENSG00000123384.9","protein_coding","LRP1","1","OTTHUMG00000044412.6","ncRNA_host","ENSG00000123384",NA
"IKZF4","HAVANA","gene",NA,NA,"ENSG00000123411.10","protein_coding","IKZF4","1","OTTHUMG00000170132.2",NA,"ENSG00000123411",NA
"IL13RA2","HAVANA","gene",NA,NA,"ENSG00000123496.3","protein_coding","IL13RA2","2","OTTHUMG00000022229.1",NA,"ENSG00000123496",NA
"COL10A1","HAVANA","gene",NA,NA,"ENSG00000123500.5","protein_coding","COL10A1","2","OTTHUMG00000015426.2",NA,"ENSG00000123500",NA
"TNFAIP6","HAVANA","gene",NA,NA,"ENSG00000123610.3","protein_coding","TNFAIP6","2","OTTHUMG00000131884.2","ncRNA_host","ENSG00000123610",NA
"G0S2","HAVANA","gene",NA,NA,"ENSG00000123689.5","protein_coding","G0S2","2","OTTHUMG00000036479.1",NA,"ENSG00000123689",NA
"EXOSC9","HAVANA","gene",NA,NA,"ENSG00000123737.8","protein_coding","EXOSC9","1","OTTHUMG00000128783.6",NA,"ENSG00000123737",NA
"C4BPA","HAVANA","gene",NA,NA,"ENSG00000123838.6","protein_coding","C4BPA","2","OTTHUMG00000036173.4",NA,"ENSG00000123838",NA
"RAB38","HAVANA","gene",NA,NA,"ENSG00000123892.7","protein_coding","RAB38","1","OTTHUMG00000167288.3",NA,"ENSG00000123892",NA
"MXD4","HAVANA","gene",NA,NA,"ENSG00000123933.10","protein_coding","MXD4","2","OTTHUMG00000090243.5","ncRNA_host","ENSG00000123933",NA
"CKS2","HAVANA","gene",NA,NA,"ENSG00000123975.4","protein_coding","CKS2","2","OTTHUMG00000020180.1","ncRNA_host","ENSG00000123975",NA
"OBSL1","HAVANA","gene",NA,NA,"ENSG00000124006.10","protein_coding","OBSL1","2","OTTHUMG00000059157.12",NA,"ENSG00000124006",NA
"PI3","HAVANA","gene",NA,NA,"ENSG00000124102.4","protein_coding","PI3","2","OTTHUMG00000032567.3",NA,"ENSG00000124102",NA
"SDC4","HAVANA","gene",NA,NA,"ENSG00000124145.5","protein_coding","SDC4","2","OTTHUMG00000033083.1",NA,"ENSG00000124145",NA
"SRSF6","HAVANA","gene",NA,NA,"ENSG00000124193.10","protein_coding","SRSF6","2","OTTHUMG00000032502.4",NA,"ENSG00000124193",NA
"CSE1L","HAVANA","gene",NA,NA,"ENSG00000124207.12","protein_coding","CSE1L","2","OTTHUMG00000033046.3",NA,"ENSG00000124207",NA
"PMEPA1","HAVANA","gene",NA,NA,"ENSG00000124225.11","protein_coding","PMEPA1","1","OTTHUMG00000032831.2",NA,"ENSG00000124225",NA
"MCEE","HAVANA","gene",NA,NA,"ENSG00000124370.6","protein_coding","MCEE","2","OTTHUMG00000129709.20",NA,"ENSG00000124370",NA
"CDKN1A","HAVANA","gene",NA,NA,"ENSG00000124762.9","protein_coding","CDKN1A","2","OTTHUMG00000014603.3",NA,"ENSG00000124762",NA
"RUNX2","HAVANA","gene",NA,NA,"ENSG00000124813.16","protein_coding","RUNX2","2","OTTHUMG00000014774.5","ncRNA_host","ENSG00000124813",NA
"CXCL6","HAVANA","gene",NA,NA,"ENSG00000124875.5","protein_coding","CXCL6","1","OTTHUMG00000130010.3",NA,"ENSG00000124875",NA
"EREG","HAVANA","gene",NA,NA,"ENSG00000124882.3","protein_coding","EREG","2","OTTHUMG00000130005.2",NA,"ENSG00000124882",NA
"MT2A","HAVANA","gene",NA,NA,"ENSG00000125148.6","protein_coding","MT2A","2","OTTHUMG00000133281.2",NA,"ENSG00000125148",NA
"ABCC4","HAVANA","gene",NA,NA,"ENSG00000125257.9","protein_coding","ABCC4","2","OTTHUMG00000017216.2",NA,"ENSG00000125257",NA
"BMP4","HAVANA","gene",NA,NA,"ENSG00000125378.11","protein_coding","BMP4","1","OTTHUMG00000140303.3",NA,"ENSG00000125378",NA
"PTGER2","HAVANA","gene",NA,NA,"ENSG00000125384.6","protein_coding","PTGER2","2","OTTHUMG00000140300.2",NA,"ENSG00000125384",NA
"SOX9","HAVANA","gene",NA,NA,"ENSG00000125398.5","protein_coding","SOX9","2","OTTHUMG00000166300.1",NA,"ENSG00000125398",NA
"IL1B","HAVANA","gene",NA,NA,"ENSG00000125538.7","protein_coding","IL1B","2","OTTHUMG00000131344.2",NA,"ENSG00000125538",NA
"C3","HAVANA","gene",NA,NA,"ENSG00000125730.12","protein_coding","C3","2","OTTHUMG00000150335.5",NA,"ENSG00000125730",NA
"VASP","HAVANA","gene",NA,NA,"ENSG00000125753.9","protein_coding","VASP","2","OTTHUMG00000182124.1",NA,"ENSG00000125753",NA
"BMP2","HAVANA","gene",NA,NA,"ENSG00000125845.6","protein_coding","BMP2","2","OTTHUMG00000031833.3",NA,"ENSG00000125845",NA
"ID1","HAVANA","gene",NA,NA,"ENSG00000125968.7","protein_coding","ID1","2","OTTHUMG00000032181.1",NA,"ENSG00000125968",NA
"F10","HAVANA","gene",NA,NA,"ENSG00000126218.7","protein_coding","F10","1","OTTHUMG00000017374.7",NA,"ENSG00000126218",NA
"THRA","HAVANA","gene",NA,NA,"ENSG00000126351.8","protein_coding","THRA","2","OTTHUMG00000133332.2",NA,"ENSG00000126351",NA
"CCR7","HAVANA","gene",NA,NA,"ENSG00000126353.3","protein_coding","CCR7","2","OTTHUMG00000133375.3",NA,"ENSG00000126353",NA
"FLRT1","HAVANA","gene",NA,NA,"ENSG00000126500.3","protein_coding","FLRT1","2","OTTHUMG00000167788.2",NA,"ENSG00000126500",NA
"GLIS2","HAVANA","gene",NA,NA,"ENSG00000126603.4","protein_coding","GLIS2","2","OTTHUMG00000129467.1",NA,"ENSG00000126603",NA
"CFP","HAVANA","gene",NA,NA,"ENSG00000126759.8","protein_coding","CFP","2","OTTHUMG00000021451.3",NA,"ENSG00000126759",NA
"DLGAP5","HAVANA","gene",NA,NA,"ENSG00000126787.8","protein_coding","DLGAP5","1","OTTHUMG00000140310.2",NA,"ENSG00000126787",NA
"EVI2A","HAVANA","gene",NA,NA,"ENSG00000126860.7","protein_coding","EVI2A","2","OTTHUMG00000159306.3",NA,"ENSG00000126860",NA
"ARMCX1","HAVANA","gene",NA,NA,"ENSG00000126947.7","protein_coding","ARMCX1","2","OTTHUMG00000022033.1",NA,"ENSG00000126947",NA
"RGS13","HAVANA","gene",NA,NA,"ENSG00000127074.10","protein_coding","RGS13","2","OTTHUMG00000035601.1",NA,"ENSG00000127074",NA
"FGD3","HAVANA","gene",NA,NA,"ENSG00000127084.13","protein_coding","FGD3","2","OTTHUMG00000021032.5",NA,"ENSG00000127084",NA
"EDN2","HAVANA","gene",NA,NA,"ENSG00000127129.5","protein_coding","EDN2","2","OTTHUMG00000006362.1",NA,"ENSG00000127129",NA
"MASP1","HAVANA","gene",NA,NA,"ENSG00000127241.12","protein_coding","MASP1","1","OTTHUMG00000156461.2",NA,"ENSG00000127241",NA
"KLF2","HAVANA","gene",NA,NA,"ENSG00000127528.5","protein_coding","KLF2","2","OTTHUMG00000182330.1",NA,"ENSG00000127528",NA
"F2RL3","HAVANA","gene",NA,NA,"ENSG00000127533.3","protein_coding","F2RL3","2","OTTHUMG00000182647.1",NA,"ENSG00000127533",NA
"ECHS1","HAVANA","gene",NA,NA,"ENSG00000127884.4","protein_coding","ECHS1","2","OTTHUMG00000019320.1","ncRNA_host","ENSG00000127884",NA
"GNG11","HAVANA","gene",NA,NA,"ENSG00000127920.5","protein_coding","GNG11","2","OTTHUMG00000023411.4",NA,"ENSG00000127920",NA
"STEAP4","HAVANA","gene",NA,NA,"ENSG00000127954.8","protein_coding","STEAP4","2","OTTHUMG00000153853.6",NA,"ENSG00000127954",NA
"SGCE","HAVANA","gene",NA,NA,"ENSG00000127990.11","protein_coding","SGCE","2","OTTHUMG00000022828.5",NA,"ENSG00000127990",NA
"KDR","HAVANA","gene",NA,NA,"ENSG00000128052.8","protein_coding","KDR","2","OTTHUMG00000128734.2",NA,"ENSG00000128052",NA
"GAL3ST1","HAVANA","gene",NA,NA,"ENSG00000128242.8","protein_coding","GAL3ST1","2","OTTHUMG00000151200.2",NA,"ENSG00000128242",NA
"ADORA2A","HAVANA","gene",NA,NA,"ENSG00000128271.15","protein_coding","ADORA2A","2","OTTHUMG00000150761.4",NA,"ENSG00000128271",NA
"APOL3","HAVANA","gene",NA,NA,"ENSG00000128284.15","protein_coding","APOL3","1","OTTHUMG00000150632.19",NA,"ENSG00000128284",NA
"APOL2","HAVANA","gene",NA,NA,"ENSG00000128335.9","protein_coding","APOL2","2","OTTHUMG00000150634.2",NA,"ENSG00000128335",NA
"APOBEC3A","HAVANA","gene",NA,NA,"ENSG00000128383.8","protein_coding","APOBEC3A","2","OTTHUMG00000151004.2",NA,"ENSG00000128383",NA
"KRT17","HAVANA","gene",NA,NA,"ENSG00000128422.11","protein_coding","KRT17","2","OTTHUMG00000133505.2",NA,"ENSG00000128422",NA
"PODXL","HAVANA","gene",NA,NA,"ENSG00000128567.12","protein_coding","PODXL","2","OTTHUMG00000154918.4",NA,"ENSG00000128567",NA
"FLNC","HAVANA","gene",NA,NA,"ENSG00000128591.11","protein_coding","FLNC","2","OTTHUMG00000023627.3",NA,"ENSG00000128591",NA
"CALU","HAVANA","gene",NA,NA,"ENSG00000128595.12","protein_coding","CALU","2","OTTHUMG00000158274.3","ncRNA_host","ENSG00000128595",NA
"SMO","HAVANA","gene",NA,NA,"ENSG00000128602.5","protein_coding","SMO","2","OTTHUMG00000158421.1",NA,"ENSG00000128602",NA
"IRF5","HAVANA","gene",NA,NA,"ENSG00000128604.14","protein_coding","IRF5","2","OTTHUMG00000158410.1",NA,"ENSG00000128604",NA
"CHN1","HAVANA","gene",NA,NA,"ENSG00000128656.9","protein_coding","CHN1","2","OTTHUMG00000154225.5",NA,"ENSG00000128656",NA
"DLL4","HAVANA","gene",NA,NA,"ENSG00000128917.5","protein_coding","DLL4","2","OTTHUMG00000172511.1",NA,"ENSG00000128917",NA
"LOXL1","HAVANA","gene",NA,NA,"ENSG00000129038.11","protein_coding","LOXL1","2","OTTHUMG00000137595.4",NA,"ENSG00000129038",NA
"CD68","HAVANA","gene",NA,NA,"ENSG00000129226.9","protein_coding","CD68","2","OTTHUMG00000108146.3",NA,"ENSG00000129226",NA
"CCL4","HAVANA","gene",NA,NA,"ENSG00000129277.9","protein_coding","CCL4","1","OTTHUMG00000133004.2",NA,"ENSG00000129277",NA
"KLK8","HAVANA","gene",NA,NA,"ENSG00000129455.11","protein_coding","KLK8","2","OTTHUMG00000183086.2",NA,"ENSG00000129455",NA
"EGLN3","HAVANA","gene",NA,NA,"ENSG00000129521.9","protein_coding","EGLN3","1","OTTHUMG00000029498.9","ncRNA_host","ENSG00000129521",NA
"EPB41L4A","HAVANA","gene",NA,NA,"ENSG00000129595.8","protein_coding","EPB41L4A","2","OTTHUMG00000162902.3",NA,"ENSG00000129595",NA
"CDO1","HAVANA","gene",NA,NA,"ENSG00000129596.4","protein_coding","CDO1","2","OTTHUMG00000128891.3",NA,"ENSG00000129596",NA
"MAP7D3","HAVANA","gene",NA,NA,"ENSG00000129680.11","protein_coding","MAP7D3","1","OTTHUMG00000022507.2",NA,"ENSG00000129680",NA
"FGF13","HAVANA","gene",NA,NA,"ENSG00000129682.9","protein_coding","FGF13","2","OTTHUMG00000022532.2","ncRNA_host","ENSG00000129682",NA
"LBP","HAVANA","gene",NA,NA,"ENSG00000129988.5","protein_coding","LBP","2","OTTHUMG00000032447.2",NA,"ENSG00000129988",NA
"SAT1","HAVANA","gene",NA,NA,"ENSG00000130066.12","protein_coding","SAT1","2","OTTHUMG00000021256.1",NA,"ENSG00000130066",NA
"APOE","HAVANA","gene",NA,NA,"ENSG00000130203.5","protein_coding","APOE","2","OTTHUMG00000128901.3",NA,"ENSG00000130203",NA
"APOC1","HAVANA","gene",NA,NA,"ENSG00000130208.5","protein_coding","APOC1","2","OTTHUMG00000180844.1",NA,"ENSG00000130208",NA
"BMP15","HAVANA","gene",NA,NA,"ENSG00000130385.5","protein_coding","BMP15","2","OTTHUMG00000021525.1",NA,"ENSG00000130385",NA
"ACTN4","HAVANA","gene",NA,NA,"ENSG00000130402.7","protein_coding","ACTN4","1","OTTHUMG00000137382.2",NA,"ENSG00000130402",NA
"EPO","HAVANA","gene",NA,NA,"ENSG00000130427.2","protein_coding","EPO","2","OTTHUMG00000152121.1",NA,"ENSG00000130427",NA
"KLHDC7B","HAVANA","gene",NA,NA,"ENSG00000130487.4","protein_coding","KLHDC7B","2","OTTHUMG00000150250.2",NA,"ENSG00000130487",NA
"PXDN","HAVANA","gene",NA,NA,"ENSG00000130508.6","protein_coding","PXDN","2","OTTHUMG00000059697.3",NA,"ENSG00000130508",NA
"GDF15","HAVANA","gene",NA,NA,"ENSG00000130513.6","protein_coding","GDF15","2","OTTHUMG00000183360.4","ncRNA_host","ENSG00000130513",NA
"COL5A1","HAVANA","gene",NA,NA,"ENSG00000130635.11","protein_coding","COL5A1","1","OTTHUMG00000020891.3",NA,"ENSG00000130635",NA
"ADRM1","HAVANA","gene",NA,NA,"ENSG00000130706.8","protein_coding","ADRM1","2","OTTHUMG00000032904.1",NA,"ENSG00000130706",NA
"SESN2","HAVANA","gene",NA,NA,"ENSG00000130766.4","protein_coding","SESN2","2","OTTHUMG00000003532.1",NA,"ENSG00000130766",NA
"MED18","HAVANA","gene",NA,NA,"ENSG00000130772.9","protein_coding","MED18","2","OTTHUMG00000003537.1",NA,"ENSG00000130772",NA
"THEMIS2","HAVANA","gene",NA,NA,"ENSG00000130775.11","protein_coding","THEMIS2","2","OTTHUMG00000003735.4",NA,"ENSG00000130775",NA
"ANGPTL6","HAVANA","gene",NA,NA,"ENSG00000130812.6","protein_coding","ANGPTL6","2","OTTHUMG00000180395.1",NA,"ENSG00000130812",NA
"SLC6A8","HAVANA","gene",NA,NA,"ENSG00000130821.11","protein_coding","SLC6A8","2","OTTHUMG00000024208.2",NA,"ENSG00000130821",NA
"ZNF236","HAVANA","gene",NA,NA,"ENSG00000130856.11","protein_coding","ZNF236","2","OTTHUMG00000179331.1",NA,"ENSG00000130856",NA
"AKAP12","HAVANA","gene",NA,NA,"ENSG00000131016.12","protein_coding","AKAP12","2","OTTHUMG00000015833.1","ncRNA_host","ENSG00000131016",NA
"LILRB2","HAVANA","gene",NA,NA,"ENSG00000131042.9","protein_coding","LILRB2","2","OTTHUMG00000064896.4",NA,"ENSG00000131042",NA
"PYY","HAVANA","gene",NA,NA,"ENSG00000131096.6","protein_coding","PYY","2","OTTHUMG00000181801.1",NA,"ENSG00000131096",NA
"GINS2","HAVANA","gene",NA,NA,"ENSG00000131153.4","protein_coding","GINS2","2","OTTHUMG00000137646.2",NA,"ENSG00000131153",NA
"IDO1","HAVANA","gene",NA,NA,"ENSG00000131203.8","protein_coding","IDO1","2","OTTHUMG00000164057.4",NA,"ENSG00000131203",NA
"RAB11FIP4","HAVANA","gene",NA,NA,"ENSG00000131242.11","protein_coding","RAB11FIP4","1","OTTHUMG00000132787.3","ncRNA_host","ENSG00000131242",NA
"TRAF3","HAVANA","gene",NA,NA,"ENSG00000131323.10","protein_coding","TRAF3","1","OTTHUMG00000171902.1","ncRNA_host","ENSG00000131323",NA
"HACL1","HAVANA","gene",NA,NA,"ENSG00000131373.10","protein_coding","HACL1","1","OTTHUMG00000129862.7",NA,"ENSG00000131373",NA
"PDLIM4","HAVANA","gene",NA,NA,"ENSG00000131435.8","protein_coding","PDLIM4","1","OTTHUMG00000059645.6",NA,"ENSG00000131435",NA
"GFPT2","HAVANA","gene",NA,NA,"ENSG00000131459.8","protein_coding","GFPT2","2","OTTHUMG00000163442.4",NA,"ENSG00000131459",NA
"AOC3","HAVANA","gene",NA,NA,"ENSG00000131471.2","protein_coding","AOC3","1","OTTHUMG00000180656.1",NA,"ENSG00000131471",NA
"RAMP2","HAVANA","gene",NA,NA,"ENSG00000131477.6","protein_coding","RAMP2","1","OTTHUMG00000180648.1",NA,"ENSG00000131477",NA
"ANO1","HAVANA","gene",NA,NA,"ENSG00000131620.13","protein_coding","ANO1","1","OTTHUMG00000167204.1",NA,"ENSG00000131620",NA
"NINJ1","HAVANA","gene",NA,NA,"ENSG00000131669.5","protein_coding","NINJ1","2","OTTHUMG00000020242.2",NA,"ENSG00000131669",NA
"MAP1B","HAVANA","gene",NA,NA,"ENSG00000131711.10","protein_coding","MAP1B","1","OTTHUMG00000100952.10","ncRNA_host","ENSG00000131711",NA
"TOP2A","HAVANA","gene",NA,NA,"ENSG00000131747.10","protein_coding","TOP2A","1","OTTHUMG00000155008.2","ncRNA_host","ENSG00000131747",NA
"RAI2","HAVANA","gene",NA,NA,"ENSG00000131831.13","protein_coding","RAI2","2","OTTHUMG00000021209.3",NA,"ENSG00000131831",NA
"CCT6B","HAVANA","gene",NA,NA,"ENSG00000132141.9","protein_coding","CCT6B","2","OTTHUMG00000179770.1",NA,"ENSG00000132141",NA
"IQCA1","HAVANA","gene",NA,NA,"ENSG00000132321.12","protein_coding","IQCA1","1","OTTHUMG00000153058.2",NA,"ENSG00000132321",NA
"SERPINF1","HAVANA","gene",NA,NA,"ENSG00000132386.6","protein_coding","SERPINF1","1","OTTHUMG00000090571.5",NA,"ENSG00000132386",NA
"DDC","HAVANA","gene",NA,NA,"ENSG00000132437.13","protein_coding","DDC","1","OTTHUMG00000023353.5",NA,"ENSG00000132437",NA
"KDM6B","HAVANA","gene",NA,NA,"ENSG00000132510.6","protein_coding","KDM6B","1","OTTHUMG00000178021.1",NA,"ENSG00000132510",NA
"XAF1","HAVANA","gene",NA,NA,"ENSG00000132530.12","protein_coding","XAF1","1","OTTHUMG00000177908.8",NA,"ENSG00000132530",NA
"DLG4","HAVANA","gene",NA,NA,"ENSG00000132535.14","protein_coding","DLG4","1","OTTHUMG00000134327.4",NA,"ENSG00000132535",NA
"SNAP25","HAVANA","gene",NA,NA,"ENSG00000132639.8","protein_coding","SNAP25","2","OTTHUMG00000031863.3",NA,"ENSG00000132639",NA
"NES","HAVANA","gene",NA,NA,"ENSG00000132688.10","protein_coding","NES","2","OTTHUMG00000034299.2",NA,"ENSG00000132688",NA
"ALOX5AP","HAVANA","gene",NA,NA,"ENSG00000132965.5","protein_coding","ALOX5AP","2","OTTHUMG00000016677.1",NA,"ENSG00000132965",NA
"WASF3","HAVANA","gene",NA,NA,"ENSG00000132970.8","protein_coding","WASF3","2","OTTHUMG00000016621.1",NA,"ENSG00000132970",NA
"MYH10","HAVANA","gene",NA,NA,"ENSG00000133026.8","protein_coding","MYH10","2","OTTHUMG00000108195.3","ncRNA_host","ENSG00000133026",NA
"CHIT1","HAVANA","gene",NA,NA,"ENSG00000133063.11","protein_coding","CHIT1","2","OTTHUMG00000042126.4",NA,"ENSG00000133063",NA
"DCLK1","HAVANA","gene",NA,NA,"ENSG00000133083.10","protein_coding","DCLK1","2","OTTHUMG00000016729.1",NA,"ENSG00000133083",NA
"CCNA1","HAVANA","gene",NA,NA,"ENSG00000133101.5","protein_coding","CCNA1","2","OTTHUMG00000016733.2",NA,"ENSG00000133101",NA
"POSTN","HAVANA","gene",NA,NA,"ENSG00000133110.10","protein_coding","POSTN","2","OTTHUMG00000016751.2",NA,"ENSG00000133110",NA
"KL","HAVANA","gene",NA,NA,"ENSG00000133116.6","protein_coding","KL","2","OTTHUMG00000017408.1","ncRNA_host","ENSG00000133116",NA
"PDZD2","HAVANA","gene",NA,NA,"ENSG00000133401.11","protein_coding","PDZD2","2","OTTHUMG00000161981.4","ncRNA_host","ENSG00000133401",NA
"KRAS","HAVANA","gene",NA,NA,"ENSG00000133703.7","protein_coding","KRAS","2","OTTHUMG00000171193.1",NA,"ENSG00000133703",NA
"SPINK5","HAVANA","gene",NA,NA,"ENSG00000133710.11","protein_coding","SPINK5","2","OTTHUMG00000134305.7",NA,"ENSG00000133710",NA
"HSD17B4","HAVANA","gene",NA,NA,"ENSG00000133835.10","protein_coding","HSD17B4","1","OTTHUMG00000128899.5",NA,"ENSG00000133835",NA
"LOXL2","HAVANA","gene",NA,NA,"ENSG00000134013.11","protein_coding","LOXL2","1","OTTHUMG00000163797.3",NA,"ENSG00000134013",NA
"ADAMDEC1","HAVANA","gene",NA,NA,"ENSG00000134028.10","protein_coding","ADAMDEC1","2","OTTHUMG00000097858.3",NA,"ENSG00000134028",NA
"CCNB1","HAVANA","gene",NA,NA,"ENSG00000134057.10","protein_coding","CCNB1","1","OTTHUMG00000097817.3",NA,"ENSG00000134057",NA
"IRAK2","HAVANA","gene",NA,NA,"ENSG00000134070.4","protein_coding","IRAK2","2","OTTHUMG00000155358.1","ncRNA_host","ENSG00000134070",NA
"BHLHE40","HAVANA","gene",NA,NA,"ENSG00000134107.4","protein_coding","BHLHE40","2","OTTHUMG00000119035.2",NA,"ENSG00000134107",NA
"CNTN6","HAVANA","gene",NA,NA,"ENSG00000134115.8","protein_coding","CNTN6","2","OTTHUMG00000119030.2",NA,"ENSG00000134115",NA
"TRPM1","HAVANA","gene",NA,NA,"ENSG00000134160.9","protein_coding","TRPM1","2","OTTHUMG00000129267.3","ncRNA_host","ENSG00000134160",NA
"SORT1","HAVANA","gene",NA,NA,"ENSG00000134243.7","protein_coding","SORT1","2","OTTHUMG00000011999.2",NA,"ENSG00000134243",NA
"CD101","HAVANA","gene",NA,NA,"ENSG00000134256.8","protein_coding","CD101","2","OTTHUMG00000012029.1",NA,"ENSG00000134256",NA
"NGF","HAVANA","gene",NA,NA,"ENSG00000134259.3","protein_coding","NGF","2","OTTHUMG00000011880.1",NA,"ENSG00000134259",NA
"FKBP11","HAVANA","gene",NA,NA,"ENSG00000134285.6","protein_coding","FKBP11","1","OTTHUMG00000170402.1",NA,"ENSG00000134285",NA
"RSAD2","HAVANA","gene",NA,NA,"ENSG00000134321.7","protein_coding","RSAD2","2","OTTHUMG00000090352.3",NA,"ENSG00000134321",NA
"MYCN","HAVANA","gene",NA,NA,"ENSG00000134323.10","protein_coding","MYCN","2","OTTHUMG00000039579.2",NA,"ENSG00000134323",NA
"LDHA","HAVANA","gene",NA,NA,"ENSG00000134333.9","protein_coding","LDHA","2","OTTHUMG00000167721.2",NA,"ENSG00000134333",NA
